t,x_odom,y_odom,yaw_odom,x_gt,y_gt,yaw_gt
35.505,0.6658510468069827,0.838902127067557,1.2902965962264832,1.1078112005347502,0.47339269325079786,1.1235771554193366
35.538,0.6681038896877726,0.8467223813380863,1.2903288260239334,1.1111937644048537,0.47724413680464245,1.123587019318695
35.572,0.6703780003713937,0.854617298444896,1.29035300221781,1.117899843422734,0.4849332072904088,1.1234643760299352
35.605,0.6725847751363431,0.8622791539047544,1.2903772231776216,1.1244659306504154,0.4924785415196338,1.1233136063638343
35.638,0.6747913142846572,0.8699408186101378,1.290396372062221,1.127719422353009,0.49627658558776117,1.123335991545494
35.672,0.6770187402270337,0.8776755127515963,1.290412357158317,1.1340983850303805,0.5038260863936623,1.1233476502248838
35.705,0.6791806275049057,0.8851830553268104,1.2904276435283621,1.1402963271218176,0.5113560490792176,1.123369399482381
35.738,0.6813425179292106,0.8926910573174832,1.290443732720372,1.1433360057568769,0.5151491688168568,1.1233792102671163
35.772,0.6835251459309211,0.9002714970074084,1.2904568992025793,1.1492505214412312,0.5227134620617315,1.1233935539927014
35.805,0.6856436401971628,0.9076295573299438,1.2904701055498136,1.154951841642395,0.5302720914905451,1.1234091563525317
35.838,0.6877622027165923,0.914988230085462,1.2904840381349,1.1577392010523928,0.5340823443995604,1.123417303659057
35.873,0.6899010088363677,0.9224175667698474,1.2904954044162888,1.1631596586991972,0.5416817972171692,1.1234294569877101
35.905,0.6919767609908053,0.929628196714519,1.2905069195093752,1.1683972866486856,0.5492580277426208,1.1234429923601394
35.944,0.6940522899156852,0.9368383580983123,1.2905179771056783,1.173519675644265,0.5568889169370174,1.123453251997041
35.972,0.6961474994181154,0.9441171381654571,1.2905247255228443,1.1760219597442716,0.5606607971272627,1.1233406525932852
36.005,0.698180908565093,0.9511814015318877,1.2905323746223663,1.180931497116203,0.5681148377038314,1.123336983674527
36.038,0.7002141751476636,0.9582454205301075,1.2905430892301542,1.183357361715247,0.5718255898728519,1.1230023807416198
36.072,0.7022666491941096,0.96537640500336,1.2905509097852115,1.1881497916458426,0.579270984215387,1.1225096589659407
36.105,0.704258591311525,0.972297218342731,1.290551995688584,1.1928133429297114,0.5867124617727582,1.1224733758868084
36.138,0.70625052951988,0.979218032037265,1.2905538594008306,1.1950979274747426,0.5904561864252166,1.1224719215776577
36.172,0.7082616297054198,0.9862054922195299,1.2905560259743192,1.199521533867428,0.5979192829847649,1.1224711774533154
36.205,0.7102136290551837,0.9929876707120909,1.2905588125682907,1.203747095000734,0.6053795956187847,1.122475609910976
36.238,0.7121657503284811,0.9997703476910523,1.2905619212465729,1.205796268357888,0.6091405019695422,1.1224774200400964
36.272,0.7141367053041072,1.006618568066705,1.2905662158856972,1.2097306027458885,0.6166494141525186,1.1224782724283422
36.305,0.7160498013350771,1.0132658449334366,1.2905700704085927,1.2134589567448044,0.6241598411984997,1.1224827162608184
36.338,0.7179629879435829,1.0199135426487553,1.2905747115025952,1.2152766630501877,0.6279376908540131,1.1224859557256803
36.372,0.7198943846438512,1.0266246087853097,1.290577972149759,1.2188772387781972,0.635423597659908,1.1224866851102604
36.405,0.7217688413977936,1.0331379176297981,1.2905816534316867,1.2224381281531158,0.6428270469889198,1.122491001829121
36.438,0.7236431435999972,1.0396507716527033,1.290584649381169,1.2242183189958078,0.6465282874436159,1.1224914938863642
36.472,0.7255353584528488,1.046225926037137,1.2905860968066756,1.2277543668344726,0.6538875327104717,1.1223412649803233
36.505,0.7273716996813868,1.052606981751722,1.2905895849057845,1.231194064337229,0.6610983039483684,1.121427767875637
36.538,0.7292080255786451,1.0589880696893559,1.2905935254214704,1.2328998422827695,0.664696883693447,1.1208106888326625
36.572,0.7310616886934752,1.0654294959467019,1.2905976865881745,1.2362983288325025,0.6718746129292414,1.120534123405195
36.605,0.732860686393221,1.071680984326176,1.2905937955014422,1.2396964360034968,0.6789889428485214,1.120478273909866
36.638,0.7346596974412078,1.0779324114595588,1.2905906563901222,1.2414108000414497,0.6825386683589231,1.1204740176038794
36.672,0.7364760470534683,1.0842440504560085,1.2905891364101216,1.2448086482079233,0.6895668409870458,1.1204676417275088
36.705,0.73823903845196,1.090370249958462,1.290588603099349,1.2481721016239273,0.6965237823104647,1.120468394676342
36.737,0.7400021459582866,1.0964968431565403,1.2905882960504664,1.2498538431212975,0.7000022868998355,1.1204682196589784
